restaurant,city,state,awards_count,current_lat,current_lng,correct_lat,correct_lng,Address
42 Grams,Chicago,Illinois,3,41.8755616,-87.6244212,,,
One Off Hospitality Group,Chicago,Illinois,3,41.8755616,-87.6244212,41.90880243,-87.66783791,"1462 N Ashland Ave 2nd Floor, Chicago, Illinois 60622, United States"
Jason Pickleman,Chicago,Illinois,3,41.8755616,-87.6244212,33.46467951,-94.07759983,"5002 Cowhorn Creek Rd, Texarkana, Texas 75503, United States"
Thomas Schlesser,Chicago,Illinois,3,41.8755616,-87.6244212,,,
Archie's Waeside,Le Mars,Iowa,3,42.792151,-96.1662993,42.796793,-96.160307,"224 4th Ave NE, Le Mars, Iowa 51031, United States"
40 Sardines,Overland Park,Kansas,3,38.9742502,-94.6851702,,,
Fritai,New Orleans,Louisiana,3,29.9561422,-90.0733934,29.96374179,-90.07202698,"1535 Basin St, New Orleans, Louisiana 70116, United States"
The Grill Room at Windsor Court,New Orleans,Louisiana,3,29.9561422,-90.0733934,29.949846,-90.066444,"300 Gravier St, New Orleans, Louisiana 70130, United States"
Brigsten's,New Orleans,Louisiana,3,29.9561422,-90.0733934,,,
The Purple House,North Yarmouth,Maine,3,43.8289389,-70.2487493,43.85546852,-70.44348304,"Windham, Maine 04062, United States"
Emilitsa,Portland,Maine,3,43.6573605,-70.2586618,,,
Volt,Frederick,Maryland,3,39.415779,-77.4127562,44.80741776,-91.43894986,"1728 Spooner Ave Suite A, Altoona, Wisconsin 54720, United States"
Robert M. Parker,Monkton,Maryland,3,39.5787164,-76.6155252,31.20980561,-82.34205829,"711 Knight Ave, Waycross, Georgia 31501, United States"
Eastern Standard Kitchen & Drinks,Boston,Massachusetts,3,42.3588336,-71.0578303,42.347272,-71.101309,"775 Beacon St, Boston, Massachusetts 02215, United States"
Asta,Boston,Massachusetts,3,42.3588336,-71.0578303,42.349803,-71.089011,"47 Massachusetts Ave, Boston, Massachusetts 02115, United States"
Ribelle,Brookline,Massachusetts,3,42.332918,-71.1187829,36.02911772,-115.01738028,"112 Montalban Ct, Henderson, Nevada 89012, United States"
Garden at the Cellar,Cambridge,Massachusetts,3,42.3656347,-71.1040018,42.03789771,-71.35326057,"1 Premium, Wrentham, Massachusetts 02093, United States"
Rendezvous in Central Square,Cambridge,Massachusetts,3,42.3656347,-71.1040018,42.3658613,-71.2379206,
Olives,Charlestown,Massachusetts,3,42.3778749,-71.0619957,42.28504,-71.34734,"28 N Main St, Natick, Massachusetts 01760, United States"
Nightshade Noodle Bar,Lynn,Massachusetts,3,42.466763,-70.9494939,42.46323,-70.942181,"73 Exchange St, Lynn, Massachusetts 01901, United States"
Lumiere,Newton,Massachusetts,3,42.3300435,-71.194862,42.40697688,-71.09519892,"3780 Mystic Valley Pkwy, Medford, Massachusetts 02155, United States"
Ladder 4 Wine Bar,Detroit,Michigan,3,42.3315509,-83.0466403,42.333572,-83.098061,"3396 Vinewood St, Detroit, Michigan 48208, United States"
SavannahBlue,Detroit,Michigan,3,42.3315509,-83.0466403,42.33413652,-83.05222438,"1431 Times Square, Detroit, Michigan 48226, United States"
Haus Alpenz,Edina,Minnesota,3,44.8897027,-93.3501222,44.90759918,-93.35465938,"Grandview Square, Edina, Minnesota 55436, United States"
Heyday,Minneapolis,Minnesota,3,44.9772995,-93.2654692,44.92557649,-92.96404144,"7030 Valley Creek Plaza Suite 103, Woodbury, Minnesota 55125, United States"
Heidi's,Minneapolis,Minnesota,3,44.9772995,-93.2654692,45.03473786,-92.81237515,"5901 Omaha Ave N, Oak Park Heights, Minnesota 55082, United States"
Lucia's,Minneapolis,Minnesota,3,44.9772995,-93.2654692,40.853105,-81.438033,"4769 Belpar St NW, Canton, Ohio 44718, United States"
"Travail Collective (Travail Kitchen & Amusements, ie by Travail, and Dream Creamery)",Robbinsdale,Minnesota,3,45.0313156,-93.3395843,45.0299937,-93.3390402,
Myriel,St. Paul,Minnesota,3,44.9497487,-93.0931028,44.927478,-93.187151,"470 Cleveland Ave S, Saint Paul, Minnesota 55105, United States"
Niche,Clayton,Missouri,3,38.6504352,-90.3362473,38.640133,-90.261841,"4580 Laclede Ave, St. Louis, Missouri 63108, United States"
Justus Drugstore,Smithville,Missouri,3,39.3868396,-94.5815937,,,
"Take Root Hospitality (Vicia, Winslow's Table, Bistro La Floraison, and others)",St Louis,Missouri,3,38.6254063,-90.190009,38.64336,-90.3345,
"Take Root Hospitality (Vicia, Winslow's Table, Bistro La Floraison, Taqueria Morita)",St. Louis,Missouri,3,38.6254063,-90.190009,38.64336,-90.3345,
Yoshitomo,Omaha,Nebraska,3,41.2587459,-95.9383758,41.284983,-96.005229,"6011 Maple St, Omaha, Nebraska 68104, United States"
MILKFISH Bakeshop,Las Vegas,Nevada,3,36.1674263,-115.1484131,,,
Bartolotta Ristorante di Mare at Wynn Resort,Las Vegas,Nevada,3,36.1674263,-115.1484131,,,
Super Secret Ice Cream,Bethlehem,New Hampshire,3,44.2804632,-71.6869928,44.030731,-71.686546,"104 Main St Unit 2S, North Woodstock, New Hampshire 03262, United States"
Canal House Station,Milford,New Jersey,3,40.5687128,-75.0946169,40.56713,-75.09696,
Dept of Culture,Brooklyn,New York,3,40.6526006,-73.9497211,40.687191,-73.950783,"327 Nostrand Ave, Brooklyn, New York 11216, United States"
"(Diner, Marlow & Sons, Reynard, and others)",Brooklyn,New York,3,40.6526006,-73.9497211,,,
FIELDTRIP,New York,New York,3,40.7127281,-74.0060152,40.759079,-73.979514,"30 Rockefeller Plaza Concourse Level, New York, New York 10112, United States"
Batard,New York,New York,3,40.7127281,-74.0060152,,,
Wallse,New York,New York,3,40.7127281,-74.0060152,40.735519,-74.008315,"344 W 11th St, New York, New York 10014, United States"
'Cesca,New York,New York,3,40.7127281,-74.0060152,,,
"Nobu, NY/Matsuhisa, LA",New York,New York,3,40.7127281,-74.0060152,40.7107732,-74.0095804,
Adam D. Tihany,New York,New York,3,40.7127281,-74.0060152,,,
Louise Fili,New York,New York,3,40.7127281,-74.0060152,40.73753678,-73.98040227,"310 E 23rd St, New York, New York 10010, United States"
Mary Jane Callister,New York,New York,3,40.7127281,-74.0060152,,,
Mirabelle,Stony Brook,New York,3,40.908482,-73.1325471,40.91923,-73.148283,"150 Main St, Stony Brook, New York 11790, United States"
Bonne Soiree,Chapel Hill,North Carolina,3,35.9131542,-79.05578,30.1094357,-92.01877025,"2761 E Milton Ave Suite C-4, Youngsville, Louisiana 70592, United States"
Quaintance-Weaver Restaurants,Greensboro,North Carolina,3,36.0726355,-79.7919754,36.08869365,-79.79277287,"324 W Wendover Ave #320, Greensboro, North Carolina 27408, United States"
Seabird,Wilmington,North Carolina,3,34.2352853,-77.9487284,34.235112,-77.948499,"1 S Front St, Wilmington, North Carolina 28401, United States"
HoDo Restaurant at the Hotel Donaldson,Fargo,North Dakota,3,46.877229,-96.789821,46.877052,-96.787247,"101 Broadway N, Fargo, North Dakota 58102, United States"
Jean-Robert at Pigall's,Cincinnati,Ohio,3,39.1014537,-84.5124602,,,
Parallax,Cleveland,Ohio,3,41.4996574,-81.6936772,30.60477596,-97.66691898,"2000 FM1460, Georgetown, Texas 78626, United States"
Bakeshop,Portland,Oregon,3,45.5202471,-122.674194,45.540828,-122.608104,"5351 NE Sandy Blvd, Portland, Oregon 97213, United States"
Ataula,Portland,Oregon,3,45.5202471,-122.674194,,,
Roe,Portland,Oregon,3,45.5202471,-122.674194,45.63234728,-122.66858685,"400 E Mill Plain Blvd #205, Vancouver, Washington 98660, United States"
Pok Pok,Portland,Oregon,3,45.5202471,-122.674194,33.888004,-84.288608,"5000 Buford Hwy NE, Chamblee, Georgia 30341, United States"
Gruner,Portland,Oregon,3,45.5202471,-122.674194,45.39663195,-122.6903102,"1200 Overlook Dr, Lake Oswego, Oregon 97034, United States"
New Sammy's Cowboy Bistro,Talent,Oregon,3,42.243808,-122.788924,40.66123574,-111.50067545,"1890 Bonanza Dr #100, Park City, Utah 84060, United States"
Le Bec Fin,Philadelphia,Pennsylvania,3,39.9527237,-75.1635262,40.7266162,-74.0062248,
Andiario,West Chester,Pennsylvania,3,39.9597389,-75.6044609,39.959806,-75.606565,"106 W Gay St, West Chester, Pennsylvania 19380, United States"
La Laiterie,Providence,Rhode Island,3,41.8239891,-71.4128343,,,
Two Boroughs Larder,Charleston,South Carolina,3,32.7884363,-79.9399309,,,
"CITY GRIT Hospitality Group (smallSUGAR, CITY GRIT, Il Focolare Pizzeria and, others)",Columbia,South Carolina,3,34.000754,-81.0352313,34.0156505392572,-81.0380844394279,
"Strategic Hospitality (Bastion, Locust, Kisser, and others)",Nashville,Tennessee,3,36.1622767,-86.7742984,,,
Bludorn,Houston,Texas,3,29.7589382,-95.3676974,29.758905,-95.385632,"807 Taft St, Houston, Texas 77019, United States"
ChòpnBlọk,Houston,Texas,3,29.7589382,-95.3676974,29.76603192,-95.36496302,"401 Franklin St Suite A, Houston, Texas 77201, United States"
Tatemó,Houston,Texas,3,29.7589382,-95.3676974,29.807172,-95.460678,"4740 Dacoma St Ste F, Houston, Texas 77092, United States"
Theodore Rex,Houston,Texas,3,29.7589382,-95.3676974,29.768081,-95.354143,"1302 Nance St unit a, Houston, Texas 77002, United States"
Feast,Houston,Texas,3,29.7589382,-95.3676974,29.782785,-95.523483,"9341 Katy Fwy, Houston, Texas 77024, United States"
Quattro at The Four Seasons Hotel,Houston,Texas,3,29.7589382,-95.3676974,29.72103631,-95.51059731,"5601 Bintliff Dr STE 560, Houston, Texas 77036, United States"
La Garagista,Bethel,Vermont,3,43.8325292,-72.6342101,43.7539695,-72.66261401,"1834 Mt Hunger Rd, Bethel, Vermont 05032, United States"
Adana,Seattle,Washington,3,47.6038321,-122.330062,34.23971557,-118.56742795,"9301 Oakdale Ave # 210, Chatsworth, California 91311, United States"
Salare,Seattle,Washington,3,47.6038321,-122.330062,36.35094915,-78.39643316,"88 Parham Spring Ln, Henderson, North Carolina 27536, United States"
"Ethan Stowell Restaurants (Staple & Fancy, How to Cook a Wolf, Anchovies & Olives, and others)",Seattle,Washington,3,47.6038321,-122.330062,47.59136128139536,-122.33370004388782,
Tom Douglas Restaurants,Seattle,Washington,3,47.6038321,-122.330062,,,
Lampreia,Seattle,Washington,3,47.6038321,-122.330062,,,
c.1880,Milwaukee,Wisconsin,3,43.0386475,-87.9090751,,,
Hinterland,Milwaukee,Wisconsin,3,43.0386475,-87.9090751,43.00399435,-87.99141826,"2233 S 63rd St, West Allis, Wisconsin 53219, United States"
Snake River Grill,Jackson Hole,Wyoming,3,43.6087926,-110.7380325,42.811549,-114.899363,"611 Frogs Landing, Hagerman, Idaho 83332, United States"
Automatic Seafood and Oysters,Birmingham,Alabama,2,33.5206824,-86.8024326,33.514211,-86.789365,"2824 5th Ave S, Birmingham, Alabama 35233, United States"
"Locally Grown Restaurants (Snow City Cafe, South Restaurant + Coffeehouse, and Spenard Roadhouse)",Anchorage,Alaska,2,61.2163129,-149.894852,61.2184199057176,-149.903391609428,
Elements at Sanctuary Camelback Mountain Resort and Spa,Paradise Valley,Arizona,2,33.5324295,-111.9505123,33.52243961,-111.95947372,"5700 E McDonald Dr, Paradise Valley, Arizona 85253, United States"
Shinbay Omakase Room,Scottsdale,Arizona,2,33.4942189,-111.926018,40.74234609,-73.98223584,"132 E 28th St, New York, New York 10016, United States"
Roaring Fork Restaurant,Scottsdale,Arizona,2,33.4942189,-111.926018,33.5086952779617,-111.927080154419,
The Table at Junipine,Sedona,Arizona,2,34.8688613,-111.7614394,34.964992,-111.752576,
(Whiskey Del Bac) by HAMILTON DISTILLERS,Tucson,Arizona,2,32.2228765,-110.974847,32.248194,-110.992055,"2106 Forbes Blvd #103, Tucson, Arizona 85745, United States"
"The Ventana Room, Loews Ventana Canyon Resort",Tucson,Arizona,2,32.2228765,-110.974847,32.31333297,-110.84428361,"Tucson, Arizona 85750, United States"
The Turquoise Room at La Posada Hotel,Winslow,Arizona,2,35.0241984,-110.6973463,35.02149481,-110.6949963,"303 E 2nd St Route 66, Winslow, Arizona 86047, United States"
BierBeisl,Beverly Hills,California,2,34.0696501,-118.3963062,,,
Wolfgang Puck,Beverly Hills,California,2,34.0696501,-118.3963062,34.09038094,-118.37126388,"8330 Santa Monica Blvd, West Hollywood, California 90069, United States"
CUT by Wolfgang Puck,Beverly Hills,California,2,34.0696501,-118.3963062,36.12338,-115.168207,"3325 South Las Vegas Boulevard, Las Vegas, Nevada 89109, United States"
HTM Consulting/Marcassin Winery,Calistoga,California,2,38.5787966,-122.579705,38.22554397,-122.2676846,"759 Technology Way, Napa, California 94558, United States"
Chez Noir,Carmel-by-the-Sea,California,2,36.5552656,-121.923278,36.556934,-121.922333,"5th Ave between Dolores and, Carmel, California 93923, United States"
Fraiche,Culver City,California,2,34.0211224,-118.396466,33.94193147,-118.31411913,"2019 W 104th St, Los Angeles, California 90047, United States"
Arnot-Roberts,Healdsburg,California,2,38.6106812,-122.870138,38.603715,-122.863448,"33 Healdsburg Ave, Healdsburg, California 95448, United States"
Calera,Hollister,California,2,36.8524545,-121.4016021,36.73871604,-121.37118529,"11300 Cienega Rd, Hollister, California 95023, United States"
Bell's,Los Alamos,California,2,34.7379311,-120.2659105,34.743922,-120.279373,"406 Bell St, Los Alamos, California 93440, United States"
"Companion Hospitality (Bell's, Bar Le Cote, Priedite BBQ, and others)",Los Alamos,California,2,34.7379311,-120.2659105,34.744412399606055,-120.2817502,
"Last Word Hospitality (Found Oyster, Rasarumah, and The Copper Room)",Los Angeles,California,2,34.0536909,-118.242766,,,
OTOTO,Los Angeles,California,2,34.0536909,-118.242766,34.072842,-118.251559,"1360 Allison Ave, Los Angeles, California 90026, United States"
Nightshade,Los Angeles,California,2,34.0536909,-118.242766,42.46323,-70.942181,"73 Exchange St, Lynn, Massachusetts 01901, United States"
"The Lucques Group (Lucques, a.o.c., Tavern, and others)",Los Angeles,California,2,34.0536909,-118.242766,,,
The Bazaar by Jose Andres at SLS Hotel at Beverly Hills,Los Angeles,California,2,34.0536909,-118.242766,,,
Lion Dance Café,Oakland,California,2,37.8044557,-122.271356,37.806082756356915,-122.267919,
Juhu Beach Club,Oakland,California,2,37.8044557,-122.271356,,,
Oliveto,Oakland,California,2,37.8044557,-122.271356,39.29795519,-123.05929293,"12740 Pine Ave, Potter Valley, California 95469, United States"
The Dining Room at the Langham,Pasadena,California,2,34.1476507,-118.144155,34.120563,-118.133434,
Artisan,Paso Robles,California,2,35.6262618,-120.6901319,35.28624,-120.65435,"1445 Monterey St, San Luis Obispo, California 93401, United States"
"Ettan, Copra, and Eylan",San Francisco,California,2,37.7879363,-122.4075201,37.78538352838357,-122.4327894,
COCO500,San Francisco,California,2,37.7879363,-122.4075201,,,
Roslyn Cole,San Francisco,California,2,37.7879363,-122.4075201,,,
"Boulevard, Epic, Farallon, Jardiniere, Martini House, Nick's Cove & Cottages, and Waterbar",San Francisco,California,2,37.7879363,-122.4075201,37.795973679755114,-122.39343252634102,
Coco500,San Francisco,California,2,37.7879363,-122.4075201,,,
Piperade,San Francisco,California,2,37.7879363,-122.4075201,,,
Betelnut,San Francisco,California,2,37.7879363,-122.4075201,,,
Chuck Williams,San Francisco,California,2,37.7879363,-122.4075201,38.30307378,-122.28029142,"500 1st St, Napa, California 94559, United States"
"Rustic Canyon Group (Cassia, Huckleberry Bakery & CafÃ©, Rustic Canyon, and others)",Santa Monica,California,2,34.0194704,-118.491227,,,
Rustic Canyon Wine Bar and Seasonal Kitchen,Santa Monica,California,2,34.0194704,-118.491227,34.012908,-118.465703,"1736 Ocean Park Blvd, Santa Monica, California 90405, United States"
Etoile Restaurant at Domaine Chandon,Yountville,California,2,38.4022008,-122.359506,38.39990007,-122.36662883,"1 California Dr, Yountville, California 94599, United States"
Cliff Morgan,Yountville,California,2,38.4022008,-122.359506,,,
David Hughes,Yountville,California,2,38.4022008,-122.359506,38.95421787,-122.64441762,"14330 Lakeshore Dr, Clearlake, California 95422, United States"
Century Room at the Hotel Jerome,Aspen,Colorado,2,39.1911128,-106.82356,39.190994,-106.81945,"330 E Main St, Aspen, Colorado 81611, United States"
Inn at Little Nell,Aspen,Colorado,2,39.1911128,-106.82356,,,
Renaissance and R Bistro,Aspen,Colorado,2,39.1911128,-106.82356,,,
Restaurant at Little Nell,Aspen,Colorado,2,39.1911128,-106.82356,,,
"Id Est Hospitality Group (The Wolf's Tailor, BRUTØ, Basta, and more)",Boulder,Colorado,2,40.0149856,-105.270545,,,
Restaurant Six89,Carbondale,Colorado,2,39.4005647,-107.2112407,41.56384093,-73.77584,"2737 NY-52, East Fishkill, New York 12533, United States"
Euclid Hall Bar & Kitchen,Denver,Colorado,2,39.7392364,-104.984862,39.758043,-105.006896,"1700 Platte St Suite 140, Denver, Colorado 80202, United States"
Domaine Hudson,Wilmington,Delaware,2,39.7459468,-75.546589,,,
Moro,Wilmington,Delaware,2,39.7459468,-75.546589,36.545319,-118.765408,"Sequoia National Park, California 93262, United States"
"The Fried Rice Collective (Anju, Chiko, and I Egg You)",Washington,District of Columbia,2,38.8950982,-77.0363849,38.90984,-77.04627,
"KNEAD Hospitality + Design (MI VIDA, SUCCOTASH, and GATSBY)",Washington,District of Columbia,2,38.8950982,-77.0363849,,,
Barmini,Washington,District of Columbia,2,38.8950982,-77.0363849,38.896374,-77.0236,"501 9th St NW, Washington, District of Columbia 20004, United States"
Ripple,Washington,District of Columbia,2,38.8950982,-77.0363849,38.95141424,-76.83486211,"4550 Forbes Blvd Suite 315, Lanham, Maryland 20706, United States"
BreadLine,Washington,District of Columbia,2,38.8950982,-77.0363849,48.40941,-119.53033,"102 Ash St S, Omak, Washington 98841, United States"
Citronelle,Washington,District of Columbia,2,38.8950982,-77.0363849,31.097637,-88.236603,"19500 N 3rd St Ste A, Citronelle, Alabama 36522, United States"
"The Fried Rice Collective (Anju, Chiko, and I Egg You)",Washington DC,District of Columbia,2,38.8950982,-77.0363849,38.90984,-77.04627,
Bachour,Coral Gables,Florida,2,25.7331105,-80.2585107,25.753881,-80.261012,"2020 Salzedo St, Coral Gables, Florida 33134, United States"
Caracas Bakery,Doral and Miami,Florida,2,25.808423,-80.3297621,25.820349,-80.325064,"7884 NW 52nd St, Doral, Florida 33166, United States"
"Victoria & Albert's, Disney's Grand Floridian Resort & Spa",Lake Buena Vista,Florida,2,28.3716746,-81.5239625,28.41084852,-81.58819636,"4401 Floridian Way, Orlando, Florida 32830, United States"
Victoria & Albert's at Disney's Grand Floridian Resort & Spa,Lake Buena Vista,Florida,2,28.3716746,-81.5239625,28.41084852,-81.58819636,"4401 Floridian Way, Orlando, Florida 32830, United States"
Victoria & Albert's,Lake Buena Vista,Florida,2,28.3716746,-81.5239625,28.411194,-81.587723,"4401 Floridian Way, Orlando, Florida 32830, United States"
Michy's,Miami,Florida,2,25.7741566,-80.1935973,25.736670789209967,-80.31098282434957,
Myles Restaurant Group,Miami Beach,Florida,2,25.7929198,-80.1353006,25.77087888,-80.13372074,"157 Collins Ave, Miami Beach, Florida 33139, United States"
Ola,Miami Beach,Florida,2,25.7929198,-80.1353006,25.8571633,-80.31493514,"3960 W 16th Ave Suite 203, Hialeah, Florida 33012, United States"
"Good Salt Restaurant Group (Seito Sushi, Reyes Mezcaleria, and the Osprey, and others)",Orlando,Florida,2,28.5421218,-81.379045,28.549142,-81.3873,
Kadence,Orlando,Florida,2,28.5421218,-81.379045,28.5684218,-81.3458674,"1809 Winter Park Road, Orlando, Florida 32803, United States"
